Tempo (s),cpu_porcentagem_pc,memory_data_used_pc,memory_data_porcentagem_pc,cpu_porcentagem_processo,memory_data_used_processo,memory_data_porcentagem_processo,swap_data_porcentagem,converted_size,disk_uso_total,disk_uso_processo
64,98.8,4411293696,66.5,80.19999999999999,73723904,1.0999999999999943,22.8,12316672,74.70189525966299,-0.01399096836381375
65,98.7,4408561664,66.5,80.1,70991872,1.0999999999999943,22.8,12316672,74.70189525966299,-0.01399096836381375
66,95.2,4409073664,66.4,76.6,71503872,1.0,22.8,12316672,74.70200414185013,-0.013882086176678854
67,96.5,4412354560,66.5,77.9,74784768,1.0999999999999943,22.8,12316672,74.70225819664194,-0.013628031384868677
68,99.2,4413288448,66.5,80.6,75718656,1.0999999999999943,22.8,12316672,74.70225819664194,-0.013628031384868677
69,96.4,4400709632,66.8,77.80000000000001,63139840,1.3999999999999915,22.8,12316672,74.70225819664194,-0.013628031384868677
70,95.0,4405350400,66.8,76.4,67780608,1.3999999999999915,22.8,12316672,74.70225819664194,-0.013628031384868677
71,98.2,4408684544,66.9,79.6,71114752,1.5,22.8,12316672,74.70225819664194,-0.013628031384868677
72,99.0,4419256320,66.9,80.4,81686528,1.5,22.8,12316672,74.70254853872733,-0.013337689299476096
73,98.5,4411793408,66.8,79.9,74223616,1.3999999999999915,22.8,12316672,74.70254853872733,-0.013337689299476096
74,95.2,4403568640,66.3,76.6,65998848,0.8999999999999915,22.8,12316672,74.70254853872733,-0.013337689299476096
75,98.0,4415401984,66.6,79.4,77832192,1.1999999999999886,22.8,12316672,74.70327436478442,-0.012611863242383947
76,97.5,4417064960,66.6,78.9,79495168,1.1999999999999886,22.8,12316672,74.70336509011302,-0.012521137913779512
77,96.2,4420341760,66.7,77.6,82771968,1.2999999999999972,22.8,12316672,74.70336509011302,-0.012521137913779512
78,97.5,4425043968,66.7,78.9,87474176,1.2999999999999972,22.8,12316672,74.70336509011302,-0.012521137913779512
79,98.0,4421824512,66.5,79.4,84254720,1.0999999999999943,22.8,12316672,74.70336509011302,-0.012521137913779512
80,98.5,4421881856,66.6,79.9,84312064,1.1999999999999886,22.8,12316672,74.70336509011302,-0.012521137913779512
81,98.0,4426399744,66.6,79.4,88829952,1.1999999999999886,22.8,12316672,74.70336509011302,-0.012521137913779512
82,95.5,4426313728,66.6,76.9,88743936,1.1999999999999886,22.8,12316672,74.70351024928522,-0.012375978741587801
83,98.5,4424810496,66.6,79.9,87240704,1.1999999999999886,22.8,12316672,74.70351024928522,-0.012375978741587801
84,98.3,4426854400,66.6,79.69999999999999,89284608,1.1999999999999886,22.8,12316672,74.70351024928522,-0.012375978741587801
85,95.7,4428816384,66.6,77.1,91246592,1.1999999999999886,22.8,12316672,74.70351024928522,-0.012375978741587801
86,98.8,4433076224,66.7,80.19999999999999,95506432,1.2999999999999972,22.8,12316672,74.70351024928522,-0.012375978741587801
87,99.2,4431708160,66.6,80.6,94138368,1.1999999999999886,22.8,12316672,74.7038368513317,-0.012049376695102865
88,99.0,4434853888,66.7,80.4,97284096,1.2999999999999972,22.8,12316672,74.7038368513317,-0.012049376695102865
89,97.2,4432609280,66.7,78.6,95039488,1.2999999999999972,22.8,12316672,74.7038368513317,-0.012049376695102865
90,95.9,4437086208,66.7,77.30000000000001,99516416,1.2999999999999972,22.8,17412096,74.708499083132,-0.007387144894806852
91,98.5,4442152960,66.8,79.9,104583168,1.3999999999999915,22.8,17412096,74.7087167328943,-0.0071694951325014245
92,99.3,4452675584,66.9,80.69999999999999,115105792,1.5,22.8,17412096,74.7087167328943,-0.0071694951325014245
93,97.3,4453285888,66.9,78.69999999999999,115716096,1.5,22.8,17412096,74.7087167328943,-0.0071694951325014245
94,94.0,4453900288,66.9,75.4,116330496,1.5,22.8,17412096,74.7087167328943,-0.0071694951325014245
95,97.7,4451639296,66.9,79.1,114069504,1.5,22.8,17412096,74.70889810483469,-0.006988123192115836
96,99.0,4455141376,66.9,80.4,117571584,1.5,22.8,17412096,74.70889810483469,-0.006988123192115836
97,99.7,4449869824,66.9,81.1,112300032,1.5,22.8,17412096,74.70868380081853,-0.007202427208270024
98,98.5,4451233792,66.9,79.9,113664000,1.5,22.8,17412096,74.70809447111351,-0.007791756913292147
99,96.2,4453302272,66.9,77.6,115732480,1.5,22.8,17412096,74.7081670206861,-0.007719207340699086
100,97.0,4455571456,66.9,78.4,118001664,1.5,22.8,17412096,74.7081670206861,-0.007719207340699086
101,98.2,4454739968,67.0,79.6,117170176,1.5999999999999943,22.8,17412096,74.7082395698425,-0.007646658184299326
102,98.0,4448526336,66.9,79.4,110956544,1.5,22.8,17412096,74.70807884578288,-0.007807382243925076
103,97.0,4450095104,66.6,78.4,112525312,1.1999999999999886,22.8,17412096,74.70772280152974,-0.008163426497063142
104,95.0,4451876864,66.6,76.4,114307072,1.1999999999999886,22.8,17412096,74.7073477864277,-0.00853844159910011
105,98.0,4457349120,66.8,79.4,119779328,1.3999999999999915,22.8,17412096,74.7073477864277,-0.00853844159910011
106,97.7,4461256704,66.9,79.1,123686912,1.5,22.8,17412096,74.70794631274825,-0.007939915278555532
107,31.6,4373688320,65.8,13.0,36118528,0.3999999999999915,22.8,17412096,74.70794631274825,-0.007939915278555532
